Product ID,Product Name,Category
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,Chairs
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs
FUR-FU-10001025,"Eldon ImËge Series Desk Accessories, Clear",Furnishings
FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Furnishings
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Tables
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Tables
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Chairs
FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",Furnishings
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furnishings
FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,Furnishings
FUR-FU-10003489,Contemporary Borderless Frame,Furnishings
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",Furnishings
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,Furnishings
FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,Furnishings
FUR-FU-10001057,Tensor Track Tree Floor Lamp,Furnishings
FUR-CH-10002073,Hon Olson Stacker Chairs,Chairs
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furnishings
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furnishings
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furnishings
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furnishings
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furnishings
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furnishings
FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Chairs
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,Chairs
